objectid,shape_id,route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,route_type_text,routeshapename,route_color_rgb,route_text_color_rgb,shape_Length
756,S2_934_8_66,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,S2_934_8_66_934,"(0, 0, 153)","(255, 255, 255)",80819.891941921989201
757,S2_934_8_67,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,S2_934_8_67_934,"(0, 0, 153)","(255, 255, 255)",41522.491410578069917
758,S2_936_0_61,936,936,Spring Valley - SDSU,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=936,000099,FFFFFF,Bus,S2_936_0_61_936,"(0, 0, 153)","(255, 255, 255)",42407.435963484225795
759,S2_936_1_62,936,936,Spring Valley - SDSU,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=936,000099,FFFFFF,Bus,S2_936_1_62_936,"(0, 0, 153)","(255, 255, 255)",39877.755186064132431
760,S2_944_2_9,944,944,Sabre Springs Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=944,000099,FFFFFF,Bus,S2_944_2_9_944,"(0, 0, 153)","(255, 255, 255)",27427.707276629887929
761,S2_944_3_8,944,944,Sabre Springs Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=944,000099,FFFFFF,Bus,S2_944_3_8_944,"(0, 0, 153)","(255, 255, 255)",29154.648796679972293
762,S2_945_0_13,945,945,Rancho Bernardo Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945,000099,FFFFFF,Bus,S2_945_0_13_945,"(0, 0, 153)","(255, 255, 255)",56149.639029433717951
763,S2_945_1_14,945,945,Rancho Bernardo Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945,000099,FFFFFF,Bus,S2_945_1_14_945,"(0, 0, 153)","(255, 255, 255)",55114.679439191742858
764,S2_946_10_18,946,945A,Poway HS CC Loop,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945A,000099,FFFFFF,Bus,S2_946_10_18_946,"(0, 0, 153)","(255, 255, 255)",73371.158981726854108
765,S2_946_11_17,946,945A,Poway HS CC Loop,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945A,000099,FFFFFF,Bus,S2_946_11_17_946,"(0, 0, 153)","(255, 255, 255)",73371.158981726854108
766,S2_955_0_93,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,S2_955_0_93_955,"(0, 0, 153)","(255, 255, 255)",52635.989249698788626
767,S2_955_0_95,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,S2_955_0_95_955,"(0, 0, 153)","(255, 255, 255)",29378.424916960830160
768,S2_955_1_87,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,S2_955_1_87_955,"(0, 0, 153)","(255, 255, 255)",22800.452987770600885
769,S2_955_1_94,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,S2_955_1_94_955,"(0, 0, 153)","(255, 255, 255)",52009.786246695766749
770,S2_955_1_96,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,S2_955_1_96_955,"(0, 0, 153)","(255, 255, 255)",40828.888284848064359
771,S2_961_0_58,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,S2_961_0_58_961,"(0, 0, 153)","(255, 255, 255)",32320.498391848446772
772,S2_961_0_59,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,S2_961_0_59_961,"(0, 0, 153)","(255, 255, 255)",17276.418605036196823
773,S2_961_0_60,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,S2_961_0_60_961,"(0, 0, 153)","(255, 255, 255)",49596.916996884589025
774,S2_961_1_56,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,S2_961_1_56_961,"(0, 0, 153)","(255, 255, 255)",50103.753682808259327
775,S2_961_1_57,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,S2_961_1_57_961,"(0, 0, 153)","(255, 255, 255)",19114.084393315824855
776,S2_962_2_44,962,962,8th St Transit Center - Spring Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=962,000099,FFFFFF,Bus,S2_962_2_44_962,"(0, 0, 153)","(255, 255, 255)",39842.162123529466044
777,S2_962_3_43,962,962,8th St Transit Center - Spring Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=962,000099,FFFFFF,Bus,S2_962_3_43_962,"(0, 0, 153)","(255, 255, 255)",39666.118761812780576
778,S2_963_2_38,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,S2_963_2_38_963,"(0, 0, 153)","(255, 255, 255)",22726.416705689200171
779,S2_963_2_40,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,S2_963_2_40_963,"(0, 0, 153)","(255, 255, 255)",3705.015461742587831
780,S2_963_3_39,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,S2_963_3_39_963,"(0, 0, 153)","(255, 255, 255)",20598.926258093302749
781,S2_964_2_32,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,S2_964_2_32_964,"(0, 0, 153)","(255, 255, 255)",39435.368066643299244
782,S2_964_2_33,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,S2_964_2_33_964,"(0, 0, 153)","(255, 255, 255)",21936.700635055283783
783,S2_964_3_40,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,S2_964_3_40_964,"(0, 0, 153)","(255, 255, 255)",18929.458012150418654
784,S2_964_3_41,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,S2_964_3_41_964,"(0, 0, 153)","(255, 255, 255)",36295.024305287217430
785,S2_965_9_21,965,965,City Heights Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=965,000099,FFFFFF,Bus,S2_965_9_21_965,"(0, 0, 153)","(255, 255, 255)",31587.286887244656100
786,S2_967_9_53,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,S2_967_9_53_967,"(0, 0, 153)","(255, 255, 255)",29561.271570504359261
787,S2_967_9_54,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,S2_967_9_54_967,"(0, 0, 153)","(255, 255, 255)",46785.478204510865908
788,S2_967_9_55,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,S2_967_9_55_967,"(0, 0, 153)","(255, 255, 255)",29688.010684549226426
789,S2_968_2_47,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,S2_968_2_47_968,"(0, 0, 153)","(255, 255, 255)",28703.696301738440525
790,S2_968_3_43,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,S2_968_3_43_968,"(0, 0, 153)","(255, 255, 255)",11286.883727081012694
791,S2_968_3_46,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,S2_968_3_46_968,"(0, 0, 153)","(255, 255, 255)",28616.080649198785977
792,S2_985_9_13,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,S2_985_9_13_985,"(0, 0, 153)","(255, 255, 255)",29054.149678647809196
793,S2_985_9_14,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,S2_985_9_14_985,"(0, 0, 153)","(255, 255, 255)",19246.710609624966310
794,S2_985_9_15,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,S2_985_9_15_985,"(0, 0, 153)","(255, 255, 255)",19315.754426404186233
795,S2_992_9_59,992,992,Airport/Downtown Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=992,000099,FFFFFF,Bus,S2_992_9_59_992,"(0, 0, 153)","(255, 255, 255)",41033.885249368060613
796,S2_992_9_60,992,992,Airport/Downtown Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=992,000099,FFFFFF,Bus,S2_992_9_60_992,"(0, 0, 153)","(255, 255, 255)",19269.065506909340911
797,S2_9_0_138,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_0_138_9,"(0, 0, 153)","(255, 255, 255)",17715.337243683254201
798,S2_9_0_139,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_0_139_9,"(0, 0, 153)","(255, 255, 255)",34144.163818536755571
799,S2_9_0_140,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_0_140_9,"(0, 0, 153)","(255, 255, 255)",28397.680886156536872
800,S2_9_1_129,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_1_129_9,"(0, 0, 153)","(255, 255, 255)",16860.507519973281887
801,S2_9_1_141,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_1_141_9,"(0, 0, 153)","(255, 255, 255)",32593.218999051328865
802,S2_9_1_142,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,S2_9_1_142_9,"(0, 0, 153)","(255, 255, 255)",26846.736066671124718
